"abbreviation"	"equation"	"lowbnd"	"uppbnd"	"obj_coef"
"PEAMNOpp"	"peamn_p + h2o_p + o2_p --> nh4_p + pacald_p + h2o2_p"	0	1000	0
"GAL1PPpp"	"h2o_p + gal1p_p --> gal_p + pi_p"	0	1000	0
"NTPP9"	"h2o_c + itp_c --> h_c + imp_c + ppi_c"	0	1000	0
"NTPP10"	"ditp_c + h2o_c --> h_c + dimp_c + ppi_c"	0	1000	0
"NTPP11"	"xtp_c + h2o_c --> h_c + ppi_c + xmp_c"	0	1000	0
"H2O2tex"	"h2o2_e <==> h2o2_p"	-1000	1000	0
"ARGDCpp"	"h_p + arg__L_p --> agm_p + co2_p"	0	1000	0
"URIH"	"uri_c + h2o_c --> rib__D_c + ura_c"	0	1000	0
"ALLPI"	"all6p_c <==> allul6p_c"	-1000	1000	0
"ALLK"	"all__D_c + atp_c --> h_c + adp_c + all6p_c"	0	1000	0
"ALLULPE"	"allul6p_c <==> f6p_c"	-1000	1000	0
"ADEtex"	"ade_e <==> ade_p"	-1000	1000	0
"ADNtex"	"adn_e <==> adn_p"	-1000	1000	0
"NADPHQR2"	"h_c + q8_c + nadph_c --> q8h2_c + nadp_c"	0	1000	0
"NADPHQR3"	"h_c + nadph_c + mqn8_c --> nadp_c + mql8_c"	0	1000	0
"NADPHQR4"	"h_c + 2dmmq8_c + nadph_c --> nadp_c + 2dmmql8_c"	0	1000	0
"GLBRAN2"	"glycogen_c --> bglycogen_c"	0	1000	0
"ASR"	"(2) gthrd_c + aso4_c --> aso3_c + h2o_c + gthox_c"	0	1000	0
"ASO3tex"	"aso3_e <==> aso3_p"	-1000	1000	0
"AGMtex"	"agm_e <==> agm_p"	-1000	1000	0
"ALAtex"	"ala__L_e <==> ala__L_p"	-1000	1000	0
"BALAtex"	"ala_B_e <==> ala_B_p"	-1000	1000	0
"DALAtex"	"ala__D_e <==> ala__D_p"	-1000	1000	0
"MANGLYCtex"	"manglyc_e <==> manglyc_p"	-1000	1000	0
"EX_frulys_e"	"frulys_e --> "	0	1000	0
"AMPtex"	"amp_e <==> amp_p"	-1000	1000	0
"METOX1s"	"met__L_c + h2o2_c --> h2o_c + metsox_S__L_c"	0	1000	0
"XTSNH"	"xtsn_c + h2o_c --> rib__D_c + xan_c"	0	1000	0
"METOX2s"	"met__L_c + h2o2_c --> h2o_c + metsox_R__L_c"	0	1000	0
"FRUURt2rpp"	"h_p + fruur_p <==> h_c + fruur_c"	-1000	1000	0
"FRUURtex"	"fruur_e <==> fruur_p"	-1000	1000	0
"ARBtex"	"arab__L_e <==> arab__L_p"	-1000	1000	0
"ARGtex"	"arg__L_e <==> arg__L_p"	-1000	1000	0
"INSH"	"ins_c + h2o_c --> rib__D_c + hxan_c"	0	1000	0
"ASCBtex"	"ascb__L_e <==> ascb__L_p"	-1000	1000	0
"FACOAL100t2pp"	"h_p + atp_c + coa_c + dca_p --> h_c + ppi_c + dcacoa_c + amp_c"	0	1000	0
"RIBabcpp"	"atp_c + rib__D_p + h2o_c --> h_c + rib__D_c + adp_c + pi_c"	0	1000	0
"ECAtpp"	"unagamuf_c --> unagamuf_p"	0	1000	0
"O16AT"	"accoa_c + ragund_c --> coa_c + aragund_c"	0	1000	0
"O16GALFT"	"garagund_c + udpgalfur_c --> h_c + gfgaragund_c + udp_c"	0	1000	0
"O16GLCT2"	"udpg_c + gfgaragund_c --> h_c + o16aund_c + udp_c"	0	1000	0
"O16AUNDtpp"	"o16aund_c --> o16aund_p"	0	1000	0
"O16AP1pp"	"(2) o16aund_p --> udcpdp_p + h_p + o16a2und_p"	0	1000	0
"GPDDA3pp"	"h2o_p + g3ps_p --> h_p + ser__L_p + glyc3p_p"	0	1000	0
"GPDDA4pp"	"h2o_p + g3pg_p --> h_p + glyc_p + glyc3p_p"	0	1000	0
"GPDDA2pp"	"h2o_p + g3pe_p --> h_p + glyc3p_p + etha_p"	0	1000	0
"FACOAL120t2pp"	"h_p + atp_c + ddca_p + coa_c --> h_c + ddcacoa_c + ppi_c + amp_c"	0	1000	0
"GLYCAt2rpp"	"h_p + glyc__R_p <==> h_c + glyc__R_c"	-1000	1000	0
"GLYCAtex"	"glyc__R_e <==> glyc__R_p"	-1000	1000	0
"FACOAL140t2pp"	"h_p + atp_c + ttdca_p + coa_c --> h_c + tdcoa_c + ppi_c + amp_c"	0	1000	0
"EX_enlipa_e"	"enlipa_e --> "	0	1000	0
"BUTtex"	"but_e <==> but_p"	-1000	1000	0
"EX_hacolipa_e"	"hacolipa_e --> "	0	1000	0
"AGM4PCP"	"anhgm4p_c + h2o_c --> anhgm3p_c + ala__D_c"	0	1000	0
"4PCP"	"LalaDgluMdapDala_c + h2o_c --> ala__D_c + LalaDgluMdap_c"	0	1000	0
"FE3HOXtonex"	"h_p + fe3hox_e --> h_c + fe3hox_p"	0	1000	0
"CU2abcpp"	"atp_c + cu2_c + h2o_c --> cu2_p + h_c + adp_c + pi_c"	0	1000	0
"COBALT2abcpp"	"atp_c + cobalt2_c + h2o_c --> h_c + adp_c + pi_c + cobalt2_p"	0	1000	0
"NI2abcpp"	"ni2_c + atp_c + h2o_c --> h_c + adp_c + pi_c + ni2_p"	0	1000	0
"MG2uabcpp"	"atp_c + mg2_p + h2o_c --> h_c + mg2_c + adp_c + pi_c"	0	1000	0
"4PCPpp"	"h2o_p + LalaDgluMdapDala_p --> LalaDgluMdap_p + ala__D_p"	0	1000	0
"HCYSMT2"	"mmet_c + hcys__L_c --> h_c + (2) met__L_c"	0	1000	0
"FALDH2"	"nad_c + hmgth_c <==> h_c + Sfglutth_c + nadh_c"	-1000	1000	0
"CHLtex"	"chol_e <==> chol_p"	-1000	1000	0
"GLYBabcpp"	"atp_c + h2o_c + glyb_p --> h_c + glyb_c + adp_c + pi_c"	0	1000	0
"GLYC3Pt6pp"	"pi_c + glyc3p_p --> glyc3p_c + pi_p"	0	1000	0
"MMETtex"	"mmet_e <==> mmet_p"	-1000	1000	0
"FE3tex"	"fe3_e <==> fe3_p"	-1000	1000	0
"MG2tex"	"mg2_e <==> mg2_p"	-1000	1000	0
"Zn2tex"	"zn2_e <==> zn2_p"	-1000	1000	0
"MMETt2pp"	"h_p + mmet_p --> h_c + mmet_c"	0	1000	0
"CD2tex"	"cd2_e <==> cd2_p"	-1000	1000	0
"GLYCLTt4pp"	"na1_p + glyclt_p --> glyclt_c + na1_c"	0	1000	0
"GLYCtpp"	"glyc_c <==> glyc_p"	-1000	1000	0
"H2Otpp"	"h2o_p <==> h2o_c"	-1000	1000	0
"GLNabcpp"	"atp_c + gln__L_p + h2o_c --> h_c + adp_c + pi_c + gln__L_c"	0	1000	0
"CO2tex"	"co2_e <==> co2_p"	-1000	1000	0
"GLUabcpp"	"atp_c + h2o_c + glu__L_p --> h_c + adp_c + pi_c + glu__L_c"	0	1000	0
"GLUABUTt7pp"	"4abut_c + glu__L_p <==> 4abut_p + glu__L_c"	-1000	1000	0
"GLUt2rpp"	"h_p + glu__L_p <==> h_c + glu__L_c"	-1000	1000	0
"HCINNMt2rpp"	"h_p + 3hcinnm_p <==> h_c + 3hcinnm_c"	-1000	1000	0
"HISabcpp"	"his__L_p + atp_c + h2o_c --> h_c + adp_c + pi_c + his__L_c"	0	1000	0
"HISt2rpp"	"h_p + his__L_p <==> h_c + his__L_c"	-1000	1000	0
"CBIAT"	"h_c + atp_c + cbi_c <==> pppi_c + adocbi_c"	-1000	1000	0
"GLUt4pp"	"na1_p + glu__L_p --> glu__L_c + na1_c"	0	1000	0
"GLYALDtpp"	"glyald_p <==> glyald_c"	-1000	1000	0
"CRNtex"	"crn_e <==> crn_p"	-1000	1000	0
"EX_etha_e"	"etha_e --> "	0	1000	0
"ACGK"	"atp_c + acglu_c --> adp_c + acg5p_c"	0	1000	0
"LYSabcpp"	"atp_c + h2o_c + lys__L_p --> h_c + adp_c + pi_c + lys__L_c"	0	1000	0
"COBALT2tex"	"cobalt2_e <==> cobalt2_p"	-1000	1000	0
"LCTSt3ipp"	"lcts_c + h_p --> h_c + lcts_p"	0	1000	0
"PPK2"	"atp_c + ppi_c --> pppi_c + adp_c"	0	1000	0
"ARBt3ipp"	"h_p + arab__L_c --> h_c + arab__L_p"	0	1000	0
"14GLUCANabcpp"	"14glucan_p + atp_c + h2o_c --> h_c + adp_c + pi_c + 14glucan_c"	0	1000	0
"14GLUCANtexi"	"14glucan_e --> 14glucan_p"	0	1000	0
"DINStex"	"din_e <==> din_p"	-1000	1000	0
"DHPTPE"	"ahdt_c <==> dhmptp_c"	-1000	1000	0
"PPDOy"	"h_c + nadph_c + lald__D_c --> 12ppd__R_c + nadp_c"	0	1000	0
"FALGTHLs"	"gthrd_c + fald_c <==> hmgth_c"	-1000	1000	0
"NTD12pp"	"h2o_p + dimp_p --> din_p + pi_p"	0	1000	0
"PPA2"	"pppi_c + h2o_c --> h_c + pi_c + ppi_c"	0	1000	0
"DIMPtex"	"dimp_e <==> dimp_p"	-1000	1000	0
"EX_hdca_e"	"hdca_e --> "	0	1000	0
"EX_glcr_e"	"glcr_e --> "	0	1000	0
"GNK"	"atp_c + glcn_c --> h_c + adp_c + 6pgc_c"	0	1000	0
"HMBS"	"h2o_c + (4) ppbng_c --> (4) nh4_c + hmbil_c"	0	1000	0
"3NTD7pp"	"h2o_p + 3amp_p --> adn_p + pi_p"	0	1000	0
"DMStex"	"dms_e <==> dms_p"	-1000	1000	0
"3NTD4pp"	"h2o_p + 3cmp_p --> cytd_p + pi_p"	0	1000	0
"3NTD2pp"	"h2o_p + 3ump_p --> uri_p + pi_p"	0	1000	0
"3NTD9pp"	"h2o_p + 3gmp_p --> gsn_p + pi_p"	0	1000	0
"RMK"	"atp_c + rml_c --> h_c + adp_c + rml1p_c"	0	1000	0
"FHL"	"h_c + for_c --> h2_c + co2_c"	0	0	0
"HYPOE"	"pyam5p_c + h2o_c --> pydam_c + pi_c"	0	1000	0
"MEPCT"	"h_c + ctp_c + 2me4p_c --> 4c2me_c + ppi_c"	0	1000	0
"GLUDy"	"nadp_c + glu__L_c + h2o_c <==> akg_c + h_c + nh4_c + nadph_c"	-1000	1000	0
"23PDE7pp"	"h2o_p + 23camp_p --> h_p + 3amp_p"	0	1000	0
"GALTptspp"	"pep_c + galt_p --> galt1p_c + pyr_c"	0	1000	0
"GALURt2rpp"	"h_p + galur_p <==> h_c + galur_c"	-1000	1000	0
"ZN2abcpp"	"zn2_c + atp_c + h2o_c --> h_c + adp_c + pi_c + zn2_p"	0	1000	0
"CSNtex"	"csn_e <==> csn_p"	-1000	1000	0
"GLYCLTDy"	"h_c + glx_c + nadph_c --> glyclt_c + nadp_c"	0	1000	0
"LYSDC"	"h_c + lys__L_c --> 15dap_c + co2_c"	0	1000	0
"DAAD"	"h2o_c + ala__D_c + fad_c --> fadh2_c + nh4_c + pyr_c"	0	1000	0
"GLCNt2rpp"	"h_p + glcn_p <==> h_c + glcn_c"	-1000	1000	0
"GLCptspp"	"pep_c + glc__D_p --> g6p_c + pyr_c"	0	1000	0
"GLCRt2rpp"	"h_p + glcr_p <==> h_c + glcr_c"	-1000	1000	0
"GLCt2pp"	"h_p + glc__D_p --> h_c + glc__D_c"	0	1000	0
"UREAtpp"	"urea_p <==> urea_c"	-1000	1000	0
"XANt2pp"	"h_p + xan_p --> h_c + xan_c"	0	1000	0
"GLYC3Pabcpp"	"atp_c + h2o_c + glyc3p_p --> h_c + glyc3p_c + adp_c + pi_c"	0	1000	0
"PPPNt2rpp"	"pppn_p + h_p <==> h_c + pppn_c"	-1000	1000	0
"PTRCORNt7pp"	"ptrc_p + orn_c <==> orn_p + ptrc_c"	-1000	1000	0
"GLCURt2rpp"	"h_p + glcur_p <==> h_c + glcur_c"	-1000	1000	0
"ACMUMptspp"	"pep_c + acmum_p --> acmum6p_c + pyr_c"	0	1000	0
"EX_h2o_e"	"h2o_e <==> "	-1000	1000	0
"EX_ala_D_e"	"ala__D_e --> "	0	1000	0
"HSTPT"	"glu__L_c + imacp_c --> akg_c + hisp_c"	0	1000	0
"SPMDabcpp"	"atp_c + spmd_p + h2o_c --> h_c + adp_c + pi_c + spmd_c"	0	1000	0
"CYNTtex"	"cynt_e <==> cynt_p"	-1000	1000	0
"HG2tex"	"hg2_e <==> hg2_p"	-1000	1000	0
"NTPP5"	"datp_c + h2o_c --> h_c + ppi_c + damp_c"	0	1000	0
"THDPS"	"h2o_c + thdp_c + succoa_c --> sl2a6o_c + coa_c"	0	1000	0
"ACONMT"	"amet_c + acon_T_c --> ahcys_c + aconm_c"	0	1000	0
"XTSNtex"	"xtsn_e <==> xtsn_p"	-1000	1000	0
"ATPM"	"atp_c + h2o_c <==> h_c + adp_c + pi_c"	6.86	1000	0
"CYStex"	"cys__L_e <==> cys__L_p"	-1000	1000	0
"NADPPPS"	"nadp_c + h2o_c --> nad_c + pi_c"	0	1000	0
"EX_mnl_e"	"mnl_e --> "	0	1000	0
"THRD_L"	"thr__L_c --> nh4_c + 2obut_c"	0	1000	0
"EX_malt_e"	"malt_e --> "	0	1000	0
"NTD3"	"dcmp_c + h2o_c --> pi_c + dcyt_c"	0	1000	0
"CYTDtex"	"cytd_e <==> cytd_p"	-1000	1000	0
"GLYOX"	"lgt__S_c + h2o_c --> h_c + gthrd_c + lac__D_c"	0	1000	0
"DADNtex"	"dad_2_e <==> dad_2_p"	-1000	1000	0
"4PEPTtex"	"LalaDgluMdapDala_e <==> LalaDgluMdapDala_p"	-1000	1000	0
"NAMNPP"	"atp_c + h2o_c + prpp_c + nac_c --> adp_c + pi_c + ppi_c + nicrnt_c"	0	1000	0
"EX_pnto_R_e"	"pnto__R_e --> "	0	1000	0
"SELNPS"	"atp_c + h2o_c + seln_c --> pi_c + amp_c + selnp_c"	0	1000	0
"DHAtex"	"dha_e <==> dha_p"	-1000	1000	0
"ETOHtex"	"etoh_e <==> etoh_p"	-1000	1000	0
"MTRPOX"	"o2_c + Nmtrp_c + h2o_c --> fald_c + trp__L_c + h2o2_c"	0	1000	0
"AGM4PCPpp"	"h2o_p + anhgm4p_p --> anhgm3p_p + ala__D_p"	0	1000	0
"GTPDPDP"	"gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c"	0	1000	0
"CRNCAR"	"crncoa_c <==> crnDcoa_c"	-1000	1000	0
"GALabcpp"	"gal_p + atp_c + h2o_c --> h_c + adp_c + pi_c + gal_c"	0	1000	0
"GLYCLTt2rpp"	"h_p + glyclt_p <==> h_c + glyclt_c"	-1000	1000	0
"GUAt2pp"	"h_p + gua_p --> h_c + gua_c"	0	1000	0
"HPPPNt2rpp"	"h_p + 3hpppn_p <==> h_c + 3hpppn_c"	-1000	1000	0
"RNDR2"	"gdp_c + trdrd_c --> dgdp_c + trdox_c + h2o_c"	0	1000	0
"EX_asn_L_e"	"asn__L_e --> "	0	1000	0
"ANHMK"	"atp_c + h2o_c + anhm_c --> h_c + acmum6p_c + adp_c"	0	1000	0
"DCAtex"	"dca_e <==> dca_p"	-1000	1000	0
"DHFR"	"h_c + nadph_c + dhf_c <==> thf_c + nadp_c"	-1000	1000	0
"EX_cit_e"	"cit_e --> "	0	1000	0
"PRAIi"	"pran_c --> 2cpr5p_c"	0	1000	0
"EX_mal_L_e"	"mal__L_e --> "	0	1000	0
"NMNN"	"h2o_c + nmn_c --> r5p_c + h_c + ncam_c"	0	1000	0
"XAND"	"xan_c + nad_c + h2o_c --> h_c + nadh_c + urate_c"	0	1000	0
"EX_no2_e"	"no2_e --> "	0	1000	0
"HACD3"	"h_c + 3oocoa_c + nadh_c <==> nad_c + 3hocoa_c"	-1000	1000	0
"TYRTA"	"akg_c + tyr__L_c <==> 34hpp_c + glu__L_c"	-1000	1000	0
"SHKK"	"skm_c + atp_c --> h_c + adp_c + skm5p_c"	0	1000	0
"DCYTtex"	"dcyt_e <==> dcyt_p"	-1000	1000	0
"EX_gam_e"	"gam_e --> "	0	1000	0
"ACACtex"	"acac_e <==> acac_p"	-1000	1000	0
"ACNAMtex"	"acnam_e <==> acnam_p"	-1000	1000	0
"ARBTNabcpp"	"atp_c + arbtn_fe3_p + h2o_c --> h_c + adp_c + pi_c + arbtn_fe3_c"	0	1000	0
"EX_inost_e"	"inost_e --> "	0	1000	0
"EX_mobd_e"	"mobd_e <==> "	-1000	1000	0
"NNDMBRT"	"dmbzid_c + nicrnt_c --> h_c + 5prdmbz_c + nac_c"	0	1000	0
"DGSNtex"	"dgsn_e <==> dgsn_p"	-1000	1000	0
"THRA2"	"athr__L_c --> gly_c + acald_c"	0	1000	0
"ASO3t8pp"	"aso3_c + atp_c + h2o_c --> h_c + adp_c + pi_c + aso3_p"	0	1000	0
"H2Stex"	"h2s_e <==> h2s_p"	-1000	1000	0
"PPK"	"pi_c + atp_c --> adp_c + ppi_c"	0	1000	0
"EX_so4_e"	"so4_e <==> "	-1000	1000	0
"SADH"	"(2) h_c + (2) h2o_c + sucarg_c --> sucorn_c + (2) nh4_c + co2_c"	0	1000	0
"GLUSy"	"akg_c + h_c + gln__L_c + nadph_c --> nadp_c + (2) glu__L_c"	0	1000	0
"GUAPRT"	"gua_c + prpp_c --> ppi_c + gmp_c"	0	1000	0
"EX_phe_L_e"	"phe__L_e --> "	0	1000	0
"EX_thr_L_e"	"thr__L_e --> "	0	1000	0
"EX_uri_e"	"uri_e --> "	0	1000	0
"OMCDC"	"h_c + 3c4mop_c --> 4mop_c + co2_c"	0	1000	0
"ABUTD"	"4abutn_c + nad_c + h2o_c --> (2) h_c + 4abut_c + nadh_c"	0	1000	0
"E4PD"	"nad_c + e4p_c + h2o_c <==> (2) h_c + nadh_c + 4per_c"	-1000	1000	0
"IG3PS"	"gln__L_c + prlp_c --> h_c + aicar_c + eig3p_c + glu__L_c"	0	1000	0
"PDH"	"nad_c + pyr_c + coa_c --> accoa_c + nadh_c + co2_c"	0	1000	0
"MTHFR2"	"(2) h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c"	0	1000	0
"DMSOR2pp"	"dmso_p + 2dmmql8_c --> h2o_p + dms_p + 2dmmq8_c"	0	1000	0
"H2St1pp"	"h2s_c --> h2s_p"	0	1000	0
"EX_nh4_e"	"nh4_e <==> "	-1000	1000	0
"DADK"	"atp_c + damp_c <==> dadp_c + adp_c"	-1000	1000	0
"DUTPDP"	"dutp_c + h2o_c --> h_c + ppi_c + dump_c"	0	1000	0
"EX_ddca_e"	"ddca_e --> "	0	1000	0
"HYD3pp"	"(2) h_c + 2dmmq8_c + h2_c --> (2) h_p + 2dmmql8_c"	0	1000	0
"NO3R1pp"	"(2) h_c + q8h2_c + no3_c --> (2) h_p + h2o_c + q8_c + no2_c"	0	1000	0
"NTP5"	"ctp_c + h2o_c --> h_c + pi_c + cdp_c"	0	1000	0
"CELBpts"	"pep_c + cellb_e --> 6pgg_c + pyr_c"	0	1000	0
"FORt2pp"	"h_p + for_p --> h_c + for_c"	0	1000	0
"EX_r5p_e"	"r5p_e --> "	0	1000	0
"EX_glyc2p_e"	"glyc2p_e --> "	0	1000	0
"MTAN"	"5mta_c + h2o_c --> 5mtr_c + ade_c"	0	1000	0
"DPR"	"h_c + 2dhp_c + nadph_c --> nadp_c + pant__R_c"	0	1000	0
"EX_halipa_e"	"halipa_e --> "	0	1000	0
"AACPS5"	"ocdcea_c + atp_c + ACP_c --> ppi_c + octeACP_c + amp_c"	0	1000	0
"MANptspp"	"man_p + pep_c --> man6p_c + pyr_c"	0	1000	0
"EX_cmp_e"	"cmp_e --> "	0	1000	0
"NTD8"	"dgmp_c + h2o_c --> pi_c + dgsn_c"	0	1000	0
"GALCTD"	"galct__D_c --> 5dh4dglc_c + h2o_c"	0	1000	0
"EX_malthx_e"	"malthx_e --> "	0	1000	0
"MLTG4"	"malthx_c + h2o_c --> glc__D_c + maltpt_c"	0	1000	0
"UDPGDC"	"nad_c + udpglcur_c --> udpLa4o_c + nadh_c + co2_c"	0	1000	0
"PUNP4"	"pi_c + dgsn_c <==> 2dr1p_c + gua_c"	-1000	1000	0
"AMAOTr"	"amet_c + 8aonn_c <==> dann_c + amob_c"	-1000	1000	0
"EX_csn_e"	"csn_e --> "	0	1000	0
"EX_etoh_e"	"etoh_e --> "	0	1000	0
"G6PP"	"h2o_c + g6p_c --> pi_c + glc__D_c"	0	1000	0
"MMCD"	"h_c + mmcoa__S_c --> ppcoa_c + co2_c"	0	1000	0
"GLNS"	"nh4_c + atp_c + glu__L_c --> h_c + adp_c + pi_c + gln__L_c"	0	1000	0
"TYMtex"	"tym_e <==> tym_p"	-1000	1000	0
"GTHS"	"atp_c + gly_c + glucys_c --> h_c + gthrd_c + adp_c + pi_c"	0	1000	0
"EX_g3pe_e"	"g3pe_e --> "	0	1000	0
"EX_pacald_e"	"pacald_e --> "	0	1000	0
"EX_his_L_e"	"his__L_e --> "	0	1000	0
"EX_k_e"	"k_e <==> "	-1000	1000	0
"EX_na1_e"	"na1_e <==> "	-1000	1000	0
"ACACT1r"	"(2) accoa_c <==> aacoa_c + coa_c"	-1000	1000	0
"ARGORNt7pp"	"orn_c + arg__L_p <==> arg__L_c + orn_p"	-1000	1000	0
"EX_dmso_e"	"dmso_e --> "	0	1000	0
"CMPtex"	"cmp_e <==> cmp_p"	-1000	1000	0
"DUMPtex"	"dump_e <==> dump_p"	-1000	1000	0
"XMPtex"	"xmp_e <==> xmp_p"	-1000	1000	0
"3PEPTtex"	"LalaDgluMdap_e <==> LalaDgluMdap_p"	-1000	1000	0
"EX_12ppd_S_e"	"12ppd__S_e --> "	0	1000	0
"EX_pppn_e"	"pppn_e --> "	0	1000	0
"ANHGMtex"	"anhgm_e <==> anhgm_p"	-1000	1000	0
"MALTptspp"	"malt_p + pep_c --> malt6p_c + pyr_c"	0	1000	0
"UDPKAAT"	"glu__L_c + udpLa4o_c <==> akg_c + udpLa4n_c"	-1000	1000	0
"ULA4NFT"	"10fthf_c + udpLa4n_c --> h_c + thf_c + udpLa4fn_c"	0	1000	0
"EX_acgam1p_e"	"acgam1p_e --> "	0	1000	0
"NTD11pp"	"h2o_p + imp_p --> ins_p + pi_p"	0	1000	0
"EX_galt_e"	"galt_e --> "	0	1000	0
"DKGLCNR2x"	"h_c + 25dkglcn_c + nadh_c --> nad_c + 5dglcn_c"	0	1000	0
"ACGS"	"accoa_c + glu__L_c --> h_c + acglu_c + coa_c"	0	1000	0
"PDE1"	"h2o_c + camp_c --> h_c + amp_c"	0	1000	0
"UPLA4FNT"	"udpLa4fn_c + udcpp_c --> uLa4fn_c + udp_c"	0	1000	0
"UPLA4FNF"	"uLa4fn_c + h2o_c --> uLa4n_c + for_c"	0	1000	0
"ULA4Ntppi"	"uLa4n_c --> uLa4n_p"	0	1000	0
"HEPT1"	"adphep_LD_c + lipa_c --> h_c + hlipa_c + adp_c"	0	1000	0
"FALDtex"	"fald_e <==> fald_p"	-1000	1000	0
"MCITD"	"2mcit_c --> 2mcacn_c + h2o_c"	0	1000	0
"CU2tex"	"cu2_e <==> cu2_p"	-1000	1000	0
"EX_glcur1p_e"	"glcur1p_e --> "	0	1000	0
"GLCATr"	"accoa_c + glc__D_c <==> acglc__D_c + coa_c"	-1000	1000	0
"ALR2"	"h_c + mthgxl_c + nadph_c --> nadp_c + acetol_c"	0	1000	0
"AMALT2"	"malt_c + maltttr_c --> glc__D_c + maltpt_c"	0	1000	0
"MLTP1"	"pi_c + maltpt_c <==> g1p_c + maltttr_c"	-1000	1000	0
"HEPT2"	"adphep_LD_c + hlipa_c --> h_c + adp_c + hhlipa_c"	0	1000	0
"FECRMUtex"	"h_p + fecrm_un_p --> h_c + fecrm_un_e"	0	1000	0
"ALAALAr"	"atp_c + (2) ala__D_c <==> h_c + adp_c + pi_c + alaala_c"	-1000	1000	0
"EX_thrp_e"	"thrp_e --> "	0	1000	0
"CLtex"	"cl_e <==> cl_p"	-1000	1000	0
"CYSDtex"	"cys__D_e <==> cys__D_p"	-1000	1000	0
"CYSDabcpp"	"atp_c + h2o_c + cys__D_p --> h_c + adp_c + pi_c + cys__D_c"	0	1000	0
"HXAND"	"nad_c + h2o_c + hxan_c --> h_c + xan_c + nadh_c"	0	1000	0
"EX_fald_e"	"fald_e --> "	0	1000	0
"EX_pydxn_e"	"pydxn_e --> "	0	1000	0
"EX_acgal_e"	"acgal_e --> "	0	1000	0
"EX_so2_e"	"so2_e --> "	0	1000	0
"EX_dms_e"	"dms_e --> "	0	1000	0
"GMPtex"	"gmp_e <==> gmp_p"	-1000	1000	0
"IMPtex"	"imp_e <==> imp_p"	-1000	1000	0
"G3PItex"	"g3pi_e <==> g3pi_p"	-1000	1000	0
"CD2abcpp"	"cd2_c + atp_c + h2o_c --> h_c + cd2_p + adp_c + pi_c"	0	1000	0
"G3PGtex"	"g3pg_e <==> g3pg_p"	-1000	1000	0
"G3PEtex"	"g3pe_e <==> g3pe_p"	-1000	1000	0
"G3PCtex"	"g3pc_e <==> g3pc_p"	-1000	1000	0
"MOAT3C"	"phphhlipa_c + ckdo_c --> h_c + kphphhlipa_c + cmp_c"	0	1000	0
"UMPtex"	"ump_e <==> ump_p"	-1000	1000	0
"G1Ptex"	"g1p_e <==> g1p_p"	-1000	1000	0
"ADNK1"	"atp_c + adn_c --> h_c + adp_c + amp_c"	0	1000	0
"CUt3"	"h_e + cu_c --> h_c + cu_e"	0	1000	0
"ZN2t3pp"	"h_p + zn2_c --> h_c + zn2_p"	0	1000	0
"SKMtex"	"skm_e <==> skm_p"	-1000	1000	0
"MNt2pp"	"h_p + mn2_p --> h_c + mn2_c"	0	1000	0
"RHAT1"	"kphphhlipa_c + dtdprmn_c --> h_c + icolipa_c + dtdp_c"	0	1000	0
"GLCabcpp"	"atp_c + h2o_c + glc__D_p --> h_c + adp_c + pi_c + glc__D_c"	0	1000	0
"GALT1"	"gicolipa_c + udpg_c --> h_c + gagicolipa_c + udp_c"	0	1000	0
"MNtex"	"mn2_e <==> mn2_p"	-1000	1000	0
"GAL1Ptex"	"gal1p_e <==> gal1p_p"	-1000	1000	0
"GLCTR2"	"udpg_c + gagicolipa_c --> h_c + ggagicolipa_c + udp_c"	0	1000	0
"G2PPpp"	"h2o_p + glyc2p_p --> glyc_p + pi_p"	0	1000	0
"UDPGPpp"	"h2o_p + udpg_p --> (2) h_p + g1p_p + ump_p"	0	1000	0
"EX_acgal1p_e"	"acgal1p_e --> "	0	1000	0
"EX_cyan_e"	"cyan_e --> "	0	1000	0
"EX_tyrp_e"	"tyrp_e --> "	0	1000	0
"O2Stex"	"o2s_e <==> o2s_p"	-1000	1000	0
"HEPK1"	"hhlipa_c + atp_c --> h_c + phhlipa_c + adp_c"	0	1000	0
"HEPT3"	"adphep_LD_c + phhlipa_c --> hphhlipa_c + h_c + adp_c"	0	1000	0
"HEPK2"	"hphhlipa_c + atp_c --> phphhlipa_c + h_c + adp_c"	0	1000	0
"ALDD3y"	"nadp_c + h2o_c + ppal_c --> (2) h_c + ppa_c + nadph_c"	0	1000	0
"EX_uacgam_e"	"uacgam_e --> "	0	1000	0
"Kt3pp"	"h_p + k_c --> h_c + k_p"	0	1000	0
"EX_udpacgal_e"	"udpacgal_e --> "	0	1000	0
"EX_udpg_e"	"udpg_e --> "	0	1000	0
"EX_udpgal_e"	"udpgal_e --> "	0	1000	0
"EX_udpglcur_e"	"udpglcur_e --> "	0	1000	0
"EX_14glucan_e"	"14glucan_e --> "	0	1000	0
"EX_pser_L_e"	"pser__L_e --> "	0	1000	0
"R5PP"	"r5p_c + h2o_c --> rib__D_c + pi_c"	0	1000	0
"EX_xmp_e"	"xmp_e --> "	0	1000	0
"EX_damp_e"	"damp_e --> "	0	1000	0
"CYSSADS"	"(2) h_c + 3sala_c --> ala__L_c + so2_c"	0	1000	0
"EX_dimp_e"	"dimp_e --> "	0	1000	0
